examen_id,intrebare_text,varianta_a,varianta_b,varianta_c,raspuns_corect
"1","CN de Transport al Energiei Electrice Transelectrica SA este societatea comercială de interes naţional care desfăşoară următoarele activităţi specifice precizate în Codul tehnic al reţelei electrice de transport (Codul RET):","măsurarea energiei electrice pe piaţa en-detail (cu excepţia punctelor de măsurare care se încadrează in categoria A)","măsurarea energiei electrice pe piaţa angro de energie electrică, în calitate de operator de măsurare","serviciul de transport al energiei electrice şi serviciul de sistem, în calitate de operator de transport şi de sistem (TSO)","c"
"1","Persoana juridică care are calitatea de administrator al Codului tehnic al reţelei electrice de transport (Codul RET), este:","CN de Transport al Energiei Electrice Transelectrica SA","Autoritatea Naţională de Reglementare în domeniul Energiei","Ministerul Economiei şi Finanţelor","a"
"1","Cererile de racordare pentru locuri de producere cu puteri instalate de până la 50 MW inclusiv şi cele pentru locuri de consum cu puteri maxim simultan absorbite de până la 50 MW inclusiv, se adresează de către solicitanţi:","operatorului de distribuţie concesionar din zona respectivă","operatorului de transport şi de sistem","unui operator de distribuţie care deţine în apropierea locului de producere sau de consum o reţea electrică de distribuţie","c"
"1","Avizul tehnic de racordare se emite de către:","operatorul de reţea la care a fost depusă cererea de racordare, chiar dacă opţiunea scrisă a utilizatorului este pentru o variantă de soluţie de racordare la reţeaua electrică deţinută de un alt operator de reţea","operatorul de reţea la reţeaua căruia se racordează instalaţiile utilizatorului, conform soluţiei de racordare stabilite prin fişa sau studiul de solutie","operatorul de reţea care a elaborat fişa sau studiul de solutie, chiar dacă opţiunea scrisă a utilizatorului este pentru o variantă de soluţie de racordare la reţeaua electrică deţinută de un alt operator de reţea","b"
"1","În calitate de persoană fizică autorizată, electricianul autorizat gradul I poate executa instalaţii electrice interioare","având o putere electrică instalată de maximum 10 kW şi la o tensiune nominală mai mică de 1 kV, numai dacă deţine un atestat emis de ANRE","având o putere electrică instalată de maximum 20 kW şi la o tensiune nominală mai mică de 1 kV, numai dacîă deţine un atestat emis de ANRE","având o putere electrică instalată de maximum 10 kW şi la o tensiune nominală mai mică de 1 kV, fără a deţine un atestat emis de ANRE","a"
"1","Serviciile de sistem tehnologice sunt realizate folosindu-se ca resurse:","sistemele de reglaj primar al frecvenţei","rezervele de putere","consumatorii nedispecerizabili, care pot fi deconectaţi la dispoziţia CN TRANSELECTRICA SA","b"
"1","Serviciul de sistem aflat în responsabilitatea operatorului de transport şi de sistem (CN TRANSELECTRICA SA) are scopul de a asigura:","funcţionarea în siguranţă a SEN","administrarea pieţei de energie electrică, prin OPCOM","restaurarea funcţionării Sistemului Electroenergetic Naţional după un colaps total sau al unei zone","a"
"1","La încetarea perioadei de valabilitate a contractului de furnizare a energiei electrice, clientul final de energie electrică are dreptul să primească de la furnizor decontul final de regularizare","În termen de maximum 42 de zile de la încetarea contractului de furnizare a energiei electrice","la încetarea contractului de furnizare a energiei electrice","În termen de maximum 10 de zile de la încetarea contractului de furnizare a energiei electrice","a"
"1","Pentru asigurarea transportului/distribuţiei energiei electrice prin reţelele electrice până la clientul final, se încheie contract/contracte de reţea între:","operatorul de reţea şi furnizorul clientului final","operatorul de reţea şi clientul final, în anumite situaţii","furnizor şi clientul final","c"
"1","Convenţia de exploatare este un act juridic prin care sunt precizate aspecte legate de:","manevrele ce se executa si eventualele despăgubiri ce se pot acorda in cazul unui incident","condiţiile de exploatare şi întreţinere reciprocă a instalaţiilor","realizarea conducerii operaţionale prin dispecer","b"
"1","Convenţia de exploatare, anexă la contractul de furnizare a energiei electrice, este un act juridic încheiat intre:","consumator si producător","operator de reţea si consumator","furnizor si producător","b"
"1","Sunt definite ca locuri de consum cu consum mare, locurile de consum ale clienţilor finali noncasnici la care puterea aprobată prin avizul tehnic de racordare sau, acolo unde există, prin certificatul de racordare, depăşeşte:","50 kW","100 kW","200 kW","b"
"1","În cazul furnizării energiei electrice în baza unui contract încheiat pe piaţa concurenţială, întreruperea alimentării cu energie electrică pentru nerespectarea obligaţiilor contractuale de către beneficiar se face:","cu un preaviz de cel puţin 5 zile lucrătoare în cazul clienţilor casnici","cu un preaviz de cel puţin 5 zile lucrătoare în cazul clienţilor noncasnici","fără preaviz","a"
"1","Furnizarea energiei electrice către clientul final se realizează:","în temeiul unui contract de furnizare","fără încheierea contractului de furnizare, pe bază de negocieri","fără încheierea contractului de furnizare în situaţiile reglementate în mod distinct de către autoritatea competentă.","a"
"1","În funcţie de domeniul de utilizare a energiei electrice consumate, clienţii finali pot fi:","clienţi casnici","clienţi finali noncasnici","clienţi angros","b"
"1","Nerespectarea de către clientul final a contractului de furnizare încheiat pe piaţa concurenţială poate avea drept consecinţe:","întreruperea furnizării energiei electrice","rezilierea contractului de furnizare a energiei electrice","sancţiune prin amendă contravenţională","a"
"1","Avizul tehnic de racordare constituie:","angajamentul operatorului de reţea de a realiza instalaţia de racordare a utilizatorului;","oferta operatorului de reţea la cererea de racordare a solicitantului;","aprobarea de către operatorul de reţea a racordării utiizatorului în anumite condiţii.","b"
"1","Avizul tehnic de racordare este un aviz scris valabil:","numai pentru un anumit amplasament al locului de producere/consum","numai pentru un anumit titular al locului de producere/consum","pe o perioadă de timp nelimitată","a"
"1","Cererea pentru racordare la reţea trebuie să fie în mod obligatoriu semnată de:","utilizator sau de împuternicitul legal al utilizatorului.","furnizor","operatorul de reţea","a"
"1","Cererea pentru racordare la reţea şi documentaţia anexată acesteia:","se pot depune direct la centrele teritoriale de relaţii cu clienţii organizate de operatorul de reţea;","se pot trimite prin poştă;","se depun numai la registratura operatorului de reţea.","a"
"1","Dacă se solicită avizul tehnic de racordare pentru o organizare de de şantier, documentaţia anexată cererii va cuprinde în mod obligatoriu şi:","certificatul de urbanism al obiectivului pentru care se organizează şantierul, în termen de valabilitate, in copie;","autorizaţia de construire a obiectivului pentru care se organizează şantierul, în termen de valabilitate, in copie;","datele tehnice si energetice caracteristice locului de consum al utilizatorului, conform reglementărilor aprobate de autoritatea competentă, în vigoare la data depunerii cererii de racordare, ;","b"
"1","Costurile pentru achiziţia şi montarea grupului de măsurare a energiei electrice sau a blocului de măsură şi protecţie complet echipat conform soluţiei de racordare, incluzând contorul de măsurare a energiei electrice aferent acestuia, în funcţie de soluţia de racordare..","sunt suportate de către operatorul de reţea","sunt suportate de către operatorul de reţea, numai pentru consumatorii casnici","sunt suportate de către utilizatori","a"
"1","Lucrările de întărire pentru crearea condiţiilor tehnice necesare racordării mai multor locuri de consum şi/sau de producere se proiectează şi se execută .","de către operatorul de reţea, cu personal propriu","de către utilizator","pe bază de contract încheiat de către operatorul de reţea cu un operator economic atestat de autoritatea competentă, respectând procedurile de atribuire a contractului de achiziţie publică.","c"
"1","Ulterior emiterii avizului tehnic de racordare, o soluţie de racordare este valabilă:","dacă este înscrisă în avizul tehnic de racordare","dacă a fost una (oricare) dintre soluţiile prevăzute şi avizate din studiul de soluţie","dacă prevede o instalaţie de racordare cu costuri minime pentru utilizator.","a"
"1","Parcurgerea unei etape preliminare de documentare şi informare a viitorului utilizator pentru racordarea acestuia la reţeaua electrică:","este obligatorie pentru utilizator;","la solicitarea utilizatorului, este obligatorie pentru operatorul de reţea;","nu este prevăzută de legislaţia în vigoare.","b"
"1","Pentru un loc de producere sau de consum nou, documentaţia anexată cererii de racordare va cuprinde obligatoriu:","certificatul de urbanism în termen de valabilitate, în copie;","autorizaţia de construire a obiectivului, în copie;","actul de proprietate sau orice alt înscris care atestă dreptul de folosinţă asupra terenului, incintei ori clădirii în care se constituie locul de producere sau de consum pentru care se solicită racordarea, în copie.","c"
"1","Planul anexat cererii de racordare, cu amplasarea în zonă a locului de consum şi/sau de producere, pentru construcţiile noi sau pentru construcţiile existente care se modifică trebuie să fie","un plan de situaţie la scară, întocmit conform prevederilor legale în vigoare","avizat de ANRE","avizat de către operatorul de reţea, anterior depunerii cererii","a"
"1","Loc de consum temporar este un loc de consum în care se utilizează energie electrică","pentru organizarea sau desfăşurarea unor activitati ocazionale","pentru o perioadă de timp, aprobată de autorităţile competente, în scopul construirii, reparării sau amenajării unor obiective","în mod repetat, pentru o anumită perioadă de timp, la acelaşi loc de consum.","b"
"1","Utilizatorii reţelelor electrice au obligaţia solicitării avizului tehnic de racordare:","înainte de a începe executarea instalaţiei de utilizare care urmează să fie racordată la reţeaua electrică;","pe parcursul executării instalaţiei de utilizare care urmează să fie racordată la reţeaua electrică;","la terminarea instalaţiei de utilizare, înainte de punerea ei sub tensiune.","a"
"1","Fişa de soluţie este elaborată de:","utilizatori","operatorul de reţea","orice proiectant de specialitate (societate comercială atestată pentru activităţi de proiectare)","b"
"1","Soluţia de racordare se stabileşte printr-o fişă de soluţie pentru:","locurile de consum individuale ale utilizatorilor de tip clienţi casnici, indiferent de puterea solicitată","locurile de consum şi/sau de producere care se racordează la reţele electrice având tensiunea nominală de 110 kV sau mai mare;","utilizatorii de tip distribuitori, indiferent de tensiunea reţelei la care se racordează","a"
"1","Soluţia de racordare se stabileşte printr-o fişă de soluţie pentru:","utilizatorii de tip distribuitori, indiferent de tensiunea reţelei la care se racordează","locurile de consum care se racordează la reţele electrice de medie sau joasă tensiune, indiferent de puterea solicitată, dacă soluţia de racordare este unică şi/sau evidentă","locurile de consum individuale ale utilizatorilor de tip clienţi casnici, indiferent de puterea solicitată","b"
"1","Soluţia de racordare se stabileşte printr-un studiu de soluţie pentru:","locurile de consum şi/sau de producere care se racordează la reţele electrice având tensiunea nominală de 110 kV sau mai mare;","utilizatorii de tip distribuitori, indiferent de tensiunea reţelei la care se racordează","utilizatorii cu o putere de peste 25 kVA","a"
"1","Lucrările de realizare a instalaţiei de racordare se execută:","de către un operator economic atestat de ANRE","numai după încheierea contractului de execuţie de către un operator economic atestat cu operatorul de reţea sau cu utilizatorul, după caz","inainte de încheierea contractului de execuţie","b"
"1","Prevederile contractuale întemeiate pe dispoziţii ale actelor normative, la data intrării în vigoare a modificării actelor normative respective:","se modifică de drept","rămân în vigoare până la incheierea unui act adiţional","rămân în vigoare până la incheierea unui nou contract","a"
"1","Clienţii casnici de energie electrică:","pot impune furnizorului orice modalitate de plată, chiar dacă nu este pusă la dispoziţie de către acesta","pot să opteze pentru orice modalitate de plată dintre cele pe care furnizorul trebuie să i le pună la dispoziție","sunt obligaţi să achite facturile pentru energia electrică la una din casieriile furnizorului","b"
"1","În cazul unui refuz de constituire a garanţiilor conform Regulamentului de furnizare a energiei electrice la clienţii finali şi a procedurilor specifice","furnizorul are dreptul să solicite operatorului de distribuţie deconectarea clientului final de la reţea","operatorul de reţea are dreptul să întrerupă alimentarea cu energie electrică a locului de consum","se reziliază contractul de furnizare a energiei electrice","a"
"1","Dacă între operatorul de reţea/furnizor şi clientul final apar neînţelegeri/dispute şi părţile nu ajung la o înţelegere, acestea se pot adresa ANRE în vederea declanşării procesului de soluţionare la nivelul acesteia","numai în cazul disputelor apărute în derularea contractului de reţea/furnizare a energiei electrice","numai în cazul neînţelegerilor precontractuale","în cazul neînţelegerilor precontractuale şi a reclamaţiilor/disputelor apărute în derularea contractului de reţea/furnizare a energiei electrice","c"
"1","Furnizorul are dreptul să recalculeze consumul de energie electrică pentru o perioadă anterioară","în cazul unei facturări eronate a consumului","numai în cazul clienților noncasnici mari","atunci când se constată înregistrarea eronată a consumului de energie electrică","a"
"1","Deconectarea de la reţeaua electrică a locurilor de consum unde locuiesc consumatori vulnerabili","este permisă în orice situație, dar pentru perioade mici de timp","este permisă în situaţii de criză de energie electrică","este interzisă în situaţii de criză de energie","c"
"1","Un client este înregistrat drept client vulnerabil dacă","este client casnic situat în mediul rural","este client casnic cu venituri reduse","este client industrial cu un consum mai mic de 1000 kWh/ lună","b"
"1","Certificatul de racordare emis de către operatorul de reţea","conţine condiţiile tehnico-economice de racordare la reţea a unui loc de consum şi/ sau de producere","certifică îndeplinirea condiţiilor de racordare la reţea prevăzute într-un aviz tehnic de racordare valabil","stabileşte condiţii tehnice de utilizare a reţelei după punerea sub tensiune a instalaţiei de utilizare.","c"
"1","Perioada de valabilitate a certificatului de racordare este egală","cu 12 luni de la emitere","cu durata de existenţă a instalaţiilor de utilizare de la locul de consum şi/ sau de producere.","cu durata până la incheierea contractului de racordare","b"
"1","Emiterea certificatului de racordare de către operatorul de reţea se face","gratuit","pe bază de tarife reglementate","la cererea scrisă a utilizatorului.","a"
"1","Numărul şi localizarea punctelor de delimitare între instalaţia de racordare şi instalaţia de utilizare se stabilesc","de catre utilizator","de comun acord de catre operatorul de reţea şi utilizator, cu respectarea prevederilor legale în vigoare","de catre operatorul de reţea","b"
"1","Punctul de delimitare în cazul locuinţelor individuale se stabileşte","întotdeauna la limita de proprietate","întotdeauna pe proprietatea utilizatorului, în exteriorul locuinţei","întotdeauna la bornele de ieşire din grupul de măsurare","c"
"1","Dacă sunt necesare lucrări de întărire a reţelei electrice în amonte de punctul de racordare pentru crearea condiţiilor tehnice necesare racordării, operatorul de reţea solicită, prin avizul tehnic de racordare, constituirea unei garanţii financiare în favoarea sa, de către utilizatorul","oricărui loc de producere","oricărui loc de consum","unui loc de consum şi/sau de producere nou sau care se dezvoltă, cu o putere aprobată totală pentru consum/evacuare mai mare de 1 MW","c"
"1","Centrala electrica de cogenerare (termoficare) este ansamblul de instalaţii, construcţii si echipamente necesare pentru producerea:","doar a energiei electrice","doar a energiei termice","combinată a energiei electrice si termice","c"
"1","Sistemul electroenergetic este definit ca fiind:","Totalitatea liniilor si staţiilor electrice interconectate, indiferent de nivelul de tensiune","Ansamblul instalaţiilor electroenergetice interconectate prin care se realizează numai transportul şi distribuţia energiei electrice","ansamblul instalaţiilor electroenergetice interconectate prin care se realizează producerea, transportul, conducerea operativă, distribuţia, furnizarea şi utilizarea energiei electrice","c"
"1","Furnizorul de energie electrică este îndreptăţit sã rezilieze contractul de furnizare a energiei electrice în caz de:","constatare a unui consum fraudulos de energie","neplata facturilor","Neplata abonamentului radio-tv","b"
"1","Furnizorul de energie electrică este îndreptăţit sã rezilieze contractul de furnizare a energiei electrice în caz de:","sustragerea de energie electrică constatată prin hotărâre judecătorească definitivă, neplata facturilor sau alte situaţii prevăzute de legislaţia în vigoare.","Plata cu întârziere a facturilor","Consum de energie mai mare decât cel aferent puterii aprobate prin avizul tehnic de racordare","a"
"1","În cazul contoarelor inteligente, furnizorii au obligaţia de a factura","consumul de energie electrică determinat prin autocitirea indexului grupului de măsurare de către clientul final şi transmiterea acestuia","pe baza unui consum estimat de către furnizor, cu regularizare la cel mult șase luni","consumul real de energie electrică pe baza datelor de măsurare colectate de sistemul de măsurare inteligentă a energiei electrice","c"
"1","Eventualele contestaţii ale avizelor tehnice de racordare se rezolvă de către:","organele ierarhice ale emitentului","operatorul de distribuţie care a emis avizul","ANRE","c"
"1","La stabilirea zonei de protecţie a unui post de transformare se are în vedere:","nu se delimitează zona de protecţie a acestui tip de capacitate energetică","numărul de personal calificat alocat executării lucrărilor de mentenanţă","tipul constructiv al acestuia","c"
"1","La stabilirea zonei de siguranţă a unei staţii electrice se au în vedere:","tensiunile nominale de contur","nu se delimitează zona de siguranţă a acestui tip de capacitate energetică","tensiunea cea mai înaltă din cadrul acesteia","c"
"1","Pentru posturi de transformare aeriene pe stâlpi, zona de protecţie este:","nu se delimitează zona de protecţia a acestui tip de capacitate energetică","egală cu conturul fundaţiei stâlpului","egală cu conturul fundaţiei stâlpului şi proiecţia pe sol a platformei suspendate","c"
"1","Prin delimitarea zonelor de siguranţă ale capacităţilor energetice se urmăreşte:","asigurarea parametrilor nominali de funcţionare a capacităţilor energetice","protecţia capacităţilor energetice","minimizarea riscurilor pentru siguranţa persoanelor şi a bunurilor din apropierea capacităţii energetice","c"
"1","Distanţa măsurată pe verticală între conductorul cel mai apropiat de arbori şi coronamentul arborilor, la deviaţia maximă a conductorului şi a coroanei arborilor sub acţiunea vântului şi/sau sub greutatea zăpezii şi în condiţii de săgeată maximă, pentru LEA cu tensiunea de 20 kV , nu trebuie să fie mai mică decât:","5 m","1 m","10 m","c"
"1","Lăţimile normate ale culoarelor de trecere pentru LEA simplu/dublu circuit pentru LEA cu tensiuni de 220 kV sunt de:","55 m","81 m","25 m","a"
"1","Pentru orice tip de post de transformare, punct de alimentare, cabine de secţionare prevăzute cu echipament uscat, zona de protecţie şi zona de siguranţă:","sunt diferite în funcţie de tipul capacităţii energetice","coincid","nu se delimitează zona de siguranţă a acestor tipuri de capacităţi energetice","b"
"1","Pentru posturi de transformare aeriene pe stâlpi, dotate cu echipament cu ulei, zona de siguranţă este:","mai mare cu 50% decât zona de protecţie","20 m de la limita zonei de protecţie","nu se normează","b"
"1","Protecţia motoarelor electrice împotriva întreruperii sau scăderii tensiunii de alimentare şi restabilirea ei ulterioară este o protecţie:","întotdeauna rapidă","întotdeauna temporizată","care poate fi temporizată în anumite cazuri","c"
"1","În amplasamente cu risc de incendiu datorita prafului şi /sau fibrelor, temperatura la suprafaţa corpurilor de iluminat, în caz de defect, trebuie să fie limitată la:","200º C","115º C","80º C","b"
"1","Rezistenţa de izolaţie a unui circuit (de joasă tensiune) cu tensiune nominală > 500 V se măsoară în c.c. şi trebuie să aibă o valoare:","mai mică de 0,5 MΩ","mai mare sau egala cu 1 MΩ","mai mare sau egala cu 2 MΩ","b"
"1","Se admit doze comune pentru circuitele de iluminat normal, de prize, de comandă şi de semnalizare:","dacă acestea funcţionează la aceeaşi tensiune","întotdeauna","dacă puterea instalată pe fiecare circuit nu depăşeşte 2 kW","a"
"1","Se prevede accesul pe la ambele capete pe coridoarele din dreptul tablourilor de distribuţie formate din mai multe panouri având o lungime mai mare de:","10 m","3 m","5 m","a"
"1","Protecţia circuitelor împotriva supracurenţilor electrici, care se prevede pe toate conductoarele de fază, trebuie să producă deconectarea:","neapărat a tuturor conductoarelor active","de regulă numai a conductorului în care este detectat supracurentul","întotdeauna numai a conductorului în care este detectat supracurentul","a"
"1","Pentru verificarea rezistenţei de izolaţie a pardoselii trebuie efectuate cel puţin trei măsurări în acelaşi amplasament; una din aceste măsurări se efectuează la o distanţă de orice conductor extern accesibil din amplasament de:","cca. 0,5 m","cca. 1 m","cca. 2 m","b"
"1","Protecţia posturilor de transformare noi de 3-35 kV cu intrare aeriană, împotriva loviturilor directe de trăsnet şi împotriva undelor de supratensiune de trăsnet care se propagă pe LEA se realizează cu:","descărcătoare cu rezistenţă variabilă pe bază de oxizi metalici","descărcătoare cu coarne","paratrăsnete","a"
"1","Valoarea rezistenţei de dispersie a prizei de pământ artificiale pentru o instalaţie de paratrăsnete, în cazul în care priza de pământ se execută separat faţă de prizele de pământ pentru instalaţiile electrice, trebuie să fie cel mult:","5 Ω","10 Ω","15 Ω","b"
"1",". La traversarea LEA peste conducte supraterane fixe şi mobile, canale şi jgheaburi. conductoarele funie, active şi de protecţie, vor avea secţiunea minimă de:","16 mmp","25 mmp","35 mmp","b"
"1","În cazul echipării stâlpilor liniilor electrice aeriene cu tensiuni mai mari de 1 kV, cu mai multe circuite, acestea:","trebuie să aibă toate aceeaşi tensiune nominală","pot avea tensiuni nominale diferite","pot avea tensiuni diferite nominale cu maximum 10% între ele","b"
"1","La LEA cu tensiune peste 1000 V, se prevăd prize artificiale de pământ pentru dirijarea potenţialelor la:","toţi stâlpii LEA din zonele cu circulaţie frecventă","toţi stâlpii speciali ai LEA din zonele cu circulaţie redusă","toţi stâlpii cu aparataj ai LEA din zonele cu circulaţie redusă","c"
"1","În cazul încrucişărilor liniilor cu tensiunea nominală peste 1000 V. pe stâlpi de lemn fără conductor de protecţie, pentru ca distanţele între cele două linii, pe verticală și pe orizontală prevăzute de norme, să rămână valabile trebuie:","să se monteze descărcătoare pe stâlpii liniei care traversează, adiacenţi traversării","să se monteze descărcătoare pe stâlpii liniei traversate, adiacenţi traversării","când distanţa l (m) de la locul de încrucişare la axul celui mai apropiat stâlp al liniei care traversează este mai mică de 40m nu se montează descărcătoare","a"
"1","Zona de siguranţă coincide cu zona de protecţie.","pentru posturi de transformare supraterane realizate în construcţie zidită sau înglobate în clădiri prevăzute cu echipament cu ulei","pentru posturi de transformare supraterane, realizate în construcţie zidită sau înglobate în clădiri prevăzute cu echipament uscat","pentru posturi de transformare dotate cu transformatoare cu ulei, de tip aerian","a"
"1","Amplasarea unor obiective faţă de o capacitate energetică la o distanţă mai mică decât distanţa de siguranţă sau în alte condiții de siguranță și de protecție decât cele reglementate în Norma tehnică privind delimitarea zonelor de protecţie şi de siguranţă aferente capacităţilor energetice","este interzisă","se poate realiza pe baza unei analize de risc, cu acordul tuturor părților implicate.","se poate realiza pentru obiective care nu prezintă pericol de incendiu (având clasa de periculozitate P4 )","b"
"1","Alegerea caracteristicilor dispozitivelor de protecţie în cazul motoarelor se face ţinându-se seama:","numai de sarcinile în regim normal de funcţionare","numai de sarcinile de pornire","de simultaneitatea sarcinilor în regim normal şi de pornire","b"
"1","Adâncimea de pozare în condiţii normale a cablurilor cu tensiunea nominală până la 20 kV inclusiv va fi, de regulă, cel puţin de:","0,5 … 0,6 m","0,7 … 0,8 m","0,9 … 1,0 m","c"
"1","Cablurile de energie cu ecran comun peste izolaţia conductoarelor (cu câmp neradial) se pot utiliza până la tensiunea de:","6 kV inclusiv","10 kV inclusiv","20 kV inclusiv","a"
"1","Cablurile electrice pozate în sol, în apropierea manşoanelor, trebuie protejate fata de acestea prin amplasarea lor la o distanta minima de:","15 cm","25 cm","30 cm","b"
"1","Distanţa dintre bornele de marcaj pe traseele rectilinii ale cablelor pozate în afara zonelor locuite din localităţi va fi de:","100 m","120 m","80 m","a"
"1","Înnădirea cablurilor de comandă şi control","nu este permisă","este permisă pentru înlăturarea deranjamentelor cablurilor în funcţiune","este permisă când lungimea traseului este mai mare decât lungimea de fabricaţie a cablului respectiv","b"
"1","La executarea unui terminal într-o reţea de cabluri, pentru rezerve se prevăd lungimi minime necesare refacerii:","de trei ori a terminalului respectiv","o singură dată a terminalului respectiv","de două ori a terminalului respectiv","b"
"1","Conductorul neutru se leagă la dulia lămpii:","la borna din interior","la oricare dintre borne","la borna conectata la partea filetata a duliei","c"
"1","Dimensionarea conductoarelor circuitelor de alimentare în cazul motoarelor se face ţinându-se seama:","numai de sarcinile în regim normal de funcţionare","numai de sarcinile de pornire","de simultaneitatea sarcinilor în regim normal şi de pornire","c"
"1","Este admisă racordarea prin prize la circuitul de alimentare al receptoarelor electrice cu putere nominală până la:","0,5 kW","1 kW","2 kW","c"
"1","Corpurile de iluminat care se instalează în depozite cu materiale combustibile, categoria BE 2, trebuie să fie întotdeauna:","echipate cu lămpi fluorescente","prevăzute cu grătar protector","prevăzute cu glob, respectiv cu difuzor","c"
"1","În încăperi de locuit şi similare se recomandă ca traseele tuburilor orizontale pe pereţi să fie distanţate faţă de plafon la:","1 m","0,5 m","circa 0,3 m","c"
"1","Pentru cablurile cu tensiuni cuprinse între 10 - 30 kV se recomanda alegerea izolaţiei, de preferinţă, din:","PVC","polietilena reticulata (XLPE)","polietilena","b"
"1","Protecţia cablurilor împotriva curenţilor de scurtcircuit se realizează:","doar în anumite cazuri speciale","cu siguranţe fuzibile","cu relee de protecţie","b"
"1","Se recomanda ca numărul de manşoane de legătura pe 1 km de linie nou-construita, pentru cabluri cu tensiuni de 1-30 kV, sa fie de maximum:","6 bucăţi","4 bucăţi","5 bucăţi","b"
"1","Secţiunile cablurilor de comandă – control, din cupru, folosite la circuitele secundare ale transformatoarelor de curent, nu trebuie să fie mai mici de:","1 mmp","1,5 mmp","2,5 mmp","b"
"1","Temperatura maximă a unui conductor al unui cablu, în regim permanent, este:","suma dintre temperatura mediului şi supratemperatura datorită curentului de sarcină","temperatura de suprasarcină","temperatura mediului","a"
"1","În instalaţiile de joasă tensiune aferente clădirilor, rezistenţa electrică a izolaţiei trebuie măsurată:","numai între două conductoare active","numai între conductoarele active luate 2 câte 2","între conductoarele active şi conductorul de protecţie conectat la reţeaua de legare la pământ",""
"1","În mod special se prevăd conductoare din cupru la circuitele electrice pentru alimentarea de sisteme şi instalaţii de prevenire şi stingere a incendiilor, atunci când secţiunea conductoarelor din aluminiu ar rezulta mai mică de:","16 mm2","25 mm2","10 mm2","c"
"1","La circuitele electrice pentru alimentarea receptoarelor de importanţă deosebită (receptoare din blocul operator al spitalelor, iluminat de siguranţă, etc) materialul conductoarelor este:","întotdeauna aluminiu","întotdeauna cupru","cupru sau aluminiu, condiţionat","b"
"1","Legăturile barelor se execută:","numai prin sudare","numai cu ajutorul şuruburilor","cu ajutorul şuruburilor, clemelor sau prin sudare","c"
"1","Legăturile conductoarelor de protecţie trebuie executate:","numai prin sudare","numai prin înşurubări, cu contrapiuliţe şi şaibă elastică","prin sudare sau prin înşurubări cu contrapiuliţe şi inele de siguranţă (şaibă elastică)","c"
"1","Legăturile conductoarelor izolate se acoperă cu material electroizolant (de ex. tub varniş, bandă izolantă, capsule izolante etc):","numai dacă sunt accesibile","opţional","întotdeauna","c"
"1","Legăturile electrice între conductoare izolate pentru îmbinări sau derivaţii se fac:","în interiorul tuburilor sau ţevilor de protecţie","în interiorul golurilor din elementele de construcţie","numai în doze sau cutii de legătură","c"
"1","Distanţa minimă de izolare în aer Ao reprezintă distanţa minima:","între părţile conductoare rigide aflate sub tensiune si aparţinând unor faze diferite","între părţile conductoare rigide aflate sub tensiune si elementele legate la pământ","între partile conductoarelor flexibile sub tensiune si alte părţi sub tensiune sau legate la pământ","b"
"1","Măsurile pentru evitarea contactului direct cu materialul combustibil al echipamentelor electrice cu grad de protecţie inferior IP54 se aplică:","numai la montarea aparentă a elementelor de instalaţii electrice","numai la montarea sub tencuială a elementelor de instalaţii electrice","atât la montarea aparentă cât şi la montarea îngropată","c"
"1","În încăperile de producţie electrică, conform prescripţiilor energetice aplicabile:","este obligatorie prevederea iluminatului natural","se poate prevedea iluminat natural şi artificial","nu se admit luminatoare","b"
"1","Îngrădirile de protecţie definitive, pline sau cu plasă, din incinta unei instalaţii electrice de înaltă tensiune, amplasate în exterior, trebuie să aibă înălţimea de cel puţin:","1,5 m","2 m","2,5 m","b"
"1","Instalaţia de ventilaţie de avarie din încăperea unei instalaţii de distribuţie ce conţine echipamente cu volum mare de ulei:","cuprinde cel puţin 3 ventilatoare","trebuie să asigure într-o oră schimbarea unui volum de aer de 3 - 5 ori volumul încăperii","cuprinde cel puţin 2 ventilatoare de mare putere","b"
"1","La realizarea planşeelor în coridoarele încăperilor de producţie electrică:","nu se admit denivelări","se admit denivelări de maxim 5%","se admit denivelări de maxim 10%","a"
"1","Peretele de separaţie între celule la staţiile interioare de medie tensiune se va prevedea:","plin numai pentru înălţimea întrerupătorului","plin pe toata înălţimea celulei","plin pe o înălţime de cel mult 2 m","b"
"1","Montarea pe materiale combustibile a echipamentelor electrice cu grad de protecţie inferior IP54:","este strict interzisă","este admisă fără restricţii","se face interpunând materiale incombustibile între acestea şi materialul combustibil sau elementele de distanţare","c"
"1","Posturile de transformare situate în mediul rural sau cele cu regim de construcţie similar în mediul urban:","nu vor avea ferestre","pot avea ferestre protejate cu plasă de sârma","pot avea ferestre prevăzute cu sticlă armată","a"
"1","Montarea tuburilor de protecţie a conductoarelor electrice de j.t. pe pardoseala combustibilă a podurilor:","este strict interzisă","este admisă fără restricţii","trebuie evitată; se poate face excepţie pentru tuburi metalice","c"
"1","Punctul de alimentare este:","staţie de conexiuni de medie tensiune, destinată alimentării unor posturi de transformare","staţie de transformare 110kV/20 kV sau staţie de conexiuni şi transformare de 110 kV/ 20kV","post de transformare 20kV/ 0,4 kV","a"
"1","Motoarele electrice alimentate prin circuite separate trebuie prevăzute pe toate fazele:","numai cu dispozitiv de protecţie la scurtcircuit, pentru puteri mai mici de 5 kW","numai cu protecţie la suprasarcini, pentru puteri mai mici de 5 kW","de regulă, cu dispozitive de protecţie la scurtcircuit şi dispozitive de protecţie la suprasarcină","c"
